,id,name,age,lead_id,lead_type,bought_policy,policy_amount,Policy?
533,533,7QM0EU,57,268496,B,1,272,yes
534,534,IYNONUO0CF,37,463388,C,1,327,yes
535,535,YIQZWEW,29,155183,A,1,464,yes
536,536,LEETI5LE58J,56,858707,A,0,0,no
537,537,ET151B8TX8,62,567901,A,1,343,yes
538,538,CAK0APF7,57,810808,C,1,569,yes
539,539,EMFRMBAJOJ,62,1098797,C,1,202,yes
540,540,UKJPXUQ,31,337516,B,0,0,no
541,541,K4BH6VQ5B8,49,435908,C,1,208,yes
542,542,RDFPMKWXDR,50,1095557,C,1,150,yes
543,543,3MTVX1O,55,454634,C,0,0,no
544,544,TVZB2BUNQ6,56,977994,B,0,0,no
545,545,C03N7CK8M,74,411000,A,0,0,no
546,546,89X6UR,71,136595,B,0,0,no
547,547,5AGSSV,43,981261,A,1,584,yes
548,548,W3N31B6FBE,25,161463,C,1,458,yes
549,549,KGQF42,70,832383,A,1,389,yes
550,550,ZVQ2KHUE,71,355956,C,0,0,no
551,551,LOQ6IED3HHX,42,838342,A,1,529,yes
552,552,WXK2CHU,65,771701,C,0,0,no
553,553,XZFH5MV2O9,36,498555,B,0,0,no
554,554,KCXO1,27,472918,C,1,132,yes
555,555,CJB2DG,37,1151810,B,0,0,no
556,556,FB1BPMK33,54,535454,A,1,304,yes
557,557,B7WVCD,58,1211782,B,0,0,no
558,558,9N9TU5DQS3,46,984868,B,0,0,no
559,559,IKFYIPXTM7B,63,332966,A,1,213,yes
560,560,BCEYW9MFA4,34,549378,A,1,275,yes
561,561,C396SXSP,34,653087,C,0,0,no
562,562,Q4E3XF,33,372757,B,0,0,no
563,563,WV8KQXXSZXZ,40,147793,A,0,0,no
564,564,IB5TT,66,766498,A,1,587,yes
565,565,XJDMCQMI2,67,309108,A,1,552,yes
566,566,JJX4RZ2OMM,46,184204,B,0,0,no
567,567,S9A2Z9XD,61,754068,B,0,0,no
568,568,UX5B7HZ2,46,1049329,C,1,248,yes
569,569,VO265E65,61,1186764,C,0,0,no
570,570,9RP5RGX,49,550064,A,1,246,yes
571,571,KCXZQZ3X,65,376100,C,1,213,yes
572,572,S58ORUB,55,907101,B,1,363,yes
573,573,C6WCIW,43,232540,C,1,507,yes
574,574,CGZW37HP,61,914340,B,0,0,no
575,575,NDON478LN77,28,241210,A,0,0,no
576,576,7MEV8P,46,549292,C,1,216,yes
577,577,19OYHB,59,1219313,B,1,471,yes
578,578,1C442RI0L,72,229055,A,0,0,no
579,579,2TO80PIMBJO,25,643738,B,0,0,no
580,580,9RZP0F,30,1061242,B,0,0,no
581,581,6V6XV2B2KU,28,731870,B,0,0,no
582,582,W5UJ7U,54,1212896,C,1,262,yes
583,583,3BJK3IS,57,153585,B,1,486,yes
584,584,WT788OOJ,61,1094167,B,1,446,yes
585,585,W7GY7V,30,929127,B,1,560,yes
586,586,K3TF8GLO,35,751195,C,1,516,yes
587,587,82P77G,42,247958,B,1,482,yes
588,588,2GM2JTQA,41,304231,A,0,0,no
589,589,7DNYLSU2D,30,872353,C,1,384,yes
590,590,84WHSZCLN,44,759270,A,1,451,yes
591,591,OEBSG53JZ,69,161270,C,1,409,yes
592,592,JMPB36,72,155417,B,1,242,yes
593,593,361NSV,56,1009596,A,0,0,no
594,594,MRROO8N8,49,364081,B,0,0,no
595,595,HENLILRC,64,1148359,A,1,111,yes
596,596,2MZW9S,52,172223,B,0,0,no
597,597,ZSLTIP3D2Z,68,428841,B,1,384,yes
598,598,UGFWJY1,53,740796,C,0,0,no
599,599,F5XOYB6A3B,58,1114727,A,0,0,no
600,600,8FLTNL,72,225620,A,0,0,no
601,601,5ZNOYB,59,182522,C,1,364,yes
602,602,PVVIU1R5,50,585125,A,0,0,no
603,603,90KF1N,35,1007175,B,1,528,yes
604,604,8DS73BB,53,986262,C,0,0,no
605,605,VN9QGPQSRK,41,756802,A,1,483,yes
606,606,VNPJ8WT50,60,287399,A,0,0,no
607,607,01IUG1WRWY,39,1077099,A,0,0,no
608,608,GI56C,52,496925,C,0,0,no
609,609,L41E5RB1,65,149648,B,1,377,yes
610,610,9IOQBFXI9,56,902290,A,1,147,yes
611,611,9VF1CWOOI,63,173359,B,0,0,no
612,612,82FZXGPT5,61,691654,B,0,0,no
613,613,8A02I,75,343350,C,1,386,yes
614,614,EBFH2R,65,409824,B,0,0,no
615,615,JIHBWGWY,32,580338,C,1,225,yes
616,616,9U5VABJAC,65,362034,B,1,423,yes
617,617,JYXKE09YE,53,503728,C,0,0,no
618,618,S2D4D5K56,62,290525,A,1,139,yes
619,619,UY6V03,44,430372,B,1,412,yes
620,620,XW78EFOB,40,482033,C,1,556,yes
621,621,DKPZ3R,46,303362,C,0,0,no
622,622,LG5KQNS2R,65,707550,B,1,307,yes
623,623,X9SHOBN5MD,60,223888,A,1,133,yes
624,624,QVDM7G2BQ,48,754210,A,0,0,no
625,625,AI96DKZYMH,34,539827,A,1,351,yes
626,626,DFHSJPT,66,1001932,B,1,428,yes
627,627,SL9NJW,35,419573,A,1,308,yes
628,628,HEQI4M1Y,44,1222530,C,1,589,yes
629,629,EA3U6,66,927780,A,1,108,yes
630,630,EQYYWE,68,966117,A,1,379,yes
631,631,A7ECEL3WMR,70,900207,C,0,0,no
632,632,BO78E,48,736840,A,0,0,no
633,633,4P3RJKPO7J,42,956229,A,1,499,yes
634,634,I2ZTWV80I,73,711637,C,1,598,yes
635,635,TX062,57,789904,B,0,0,no
636,636,6A86258,38,348386,B,1,456,yes
637,637,BMN6X4B40X,67,259248,C,0,0,no
638,638,RE2OD8,67,1074453,C,1,221,yes
639,639,1XZMRHY3,73,249579,A,1,485,yes
640,640,XF35R7IB9,27,199047,A,1,591,yes
641,641,JAVPLTYHJF8,41,1165698,A,1,357,yes
642,642,PR3G382N9,33,827363,B,1,306,yes
643,643,GMA3DLIK,65,545099,A,1,224,yes
644,644,EJENBAZTYCO,63,302378,B,1,479,yes
645,645,ZL275,66,762842,A,0,0,no
646,646,SBKEMCGOXUR,42,1023566,B,1,359,yes
647,647,SU6ZS4UX6,69,163806,B,0,0,no
648,648,TLNXHBZN,63,197404,B,0,0,no
649,649,VEXI3K,41,407898,B,1,432,yes
650,650,7T8Y029HNU,27,1150432,A,0,0,no
651,651,OEHS2V5B,33,175211,A,0,0,no
652,652,DRQE5,33,1075050,A,1,387,yes
653,653,YQ021G,36,481362,C,1,120,yes
654,654,G0F94YYFLC,26,154865,A,0,0,no
655,655,HUKSXQFI,50,947354,A,1,520,yes
656,656,BO3CYD0,47,218046,C,0,0,no
657,657,WLLU7X3EUJR,28,1044828,A,1,294,yes
658,658,INQOPW,63,550382,B,1,316,yes
659,659,PWONHPDZ,45,1199531,B,1,349,yes
660,660,5PQCXRZDQR,31,218738,C,1,427,yes
661,661,BKUSH,54,1115854,A,0,0,no
662,662,K5F9X6,69,171247,A,1,442,yes
663,663,UOY84OD,58,601625,A,0,0,no
664,664,0E8VG5813R,72,998613,B,1,158,yes
665,665,LP449OL7UJ,36,770105,A,1,452,yes
666,666,GH943V,37,777494,A,1,539,yes
667,667,HDTO9TCDX,74,292908,B,0,0,no
668,668,PH1R6BVPS,45,1134093,B,0,0,no
669,669,L24NG5W,65,835386,C,0,0,no
670,670,VVLU0ZGUDT,68,752963,B,1,441,yes
671,671,V60NXDX0,38,1000249,A,1,367,yes
672,672,7GUXNFKHGE5,65,498322,B,1,197,yes
673,673,XLKQIFKE4,65,353596,B,0,0,no
674,674,SOM76DWZ,37,773768,C,1,254,yes
675,675,7YGDI4U,48,851840,A,1,195,yes
676,676,ODSJT57,44,620707,C,1,437,yes
677,677,NYDZ04E,47,853796,C,0,0,no
678,678,Z9DRHIYN4,48,927403,C,0,0,no
679,679,0HIYCUF,65,859148,B,1,227,yes
680,680,F6ETWEGH,63,199686,C,0,0,no
681,681,EDE962GE,27,916451,A,0,0,no
682,682,QVFFKSFS,55,1051668,B,0,0,no
683,683,62PNIDLDU,71,440710,C,1,281,yes
684,684,5L425X5L2PO,58,1173957,A,1,185,yes
685,685,MYJD2P5X4,54,840053,B,0,0,no
686,686,JQU1JKWU4LB,57,898905,B,0,0,no
687,687,SIY5ZPAO,32,953411,A,1,541,yes
688,688,2Z9THAG610,38,397602,A,0,0,no
689,689,VY12XNY,40,253899,C,1,490,yes
690,690,018VPWLRW,47,407085,C,0,0,no
691,691,4QC82PWMY,72,338364,B,0,0,no
692,692,P9XKAOC,47,697584,B,1,305,yes
693,693,V0DP03SD7,38,152236,C,1,482,yes
694,694,M19TGMKF,42,685324,C,1,426,yes
695,695,33HP2LO,37,830645,A,0,0,no
696,696,7H23S07,55,437296,C,0,0,no
697,697,YGBG97QE,71,365093,C,0,0,no
698,698,YDM413ZT25,52,608976,A,1,377,yes
699,699,VBXCRO,27,1180978,A,1,189,yes
700,700,PHUD0,61,870768,B,0,0,no
701,701,0HLBWTC,73,925224,B,1,490,yes
702,702,A8XE0XX,59,741273,C,0,0,no
703,703,CWMQKUS56L,36,909189,C,0,0,no
704,704,B9THCN83R,42,374408,A,0,0,no
705,705,HF6LF,48,564906,B,1,399,yes
706,706,BOZJ3B,51,845842,B,0,0,no
707,707,893PNJMLOO,47,935578,A,1,485,yes
708,708,LBL70EFV8,64,859410,A,0,0,no
709,709,HD1JPXZC9A3,31,543063,B,0,0,no
710,710,HTY99CR7,64,852340,B,0,0,no
711,711,U4OXHY,51,568438,B,1,273,yes
712,712,267F23B0,58,765848,B,1,541,yes
713,713,YJUD7JQJ,48,913901,A,0,0,no
714,714,YVS6FE9P,39,497613,B,1,319,yes
715,715,4N81SXFNO,64,870330,B,1,494,yes
716,716,M15L087AXD2,30,948445,B,0,0,no
717,717,TLGFJ0,44,816199,B,1,479,yes
718,718,WVO23V,27,320077,B,0,0,no
719,719,CVVLM846JD,68,455874,A,0,0,no
720,720,NUB4R3A,47,1183151,A,0,0,no
721,721,L6QALEZ29L,69,305598,A,1,107,yes
722,722,DBTP9,65,295956,B,0,0,no
723,723,3WGCG9U7I7,57,1044169,B,1,240,yes
724,724,W2VXC,43,591384,B,1,600,yes
725,725,E5J8GI,44,869805,A,1,335,yes
726,726,A5UV5PCY0,40,891661,C,1,590,yes
727,727,98K0CJE13,74,507580,B,1,272,yes
728,728,R7ZRC7,73,1015820,A,0,0,no
729,729,69X5S0LI6,39,932545,A,1,482,yes
730,730,BIX00HRDT,45,857768,C,1,359,yes
731,731,OEREXN7TU8,37,423279,C,0,0,no
732,732,Z4CGYN8PF6,37,524950,A,0,0,no
733,733,FK8Q8LSGB,46,723126,B,0,0,no
734,734,SZQ8QXQ,57,1135146,A,1,395,yes
735,735,968OP,32,1187670,C,0,0,no
736,736,721K3P945J,46,744406,C,1,137,yes
737,737,91FTQ7,67,1018154,C,1,115,yes
738,738,GZ16CT7BO,59,198374,C,0,0,no
739,739,QVJE7Z8U6Z,59,303778,A,0,0,no
740,740,OJ4SV2B1L,28,1167659,B,1,471,yes
741,741,U5OXDKUFCS,53,1131936,A,0,0,no
742,742,V00N0HDMAE,30,551059,A,0,0,no
743,743,JVJG5E0MO9,69,1199774,B,0,0,no
744,744,5UH9KFE6P,58,791988,B,0,0,no
745,745,GJTKGW46R,71,614527,B,1,180,yes
746,746,4ZQEH607,67,553690,C,0,0,no
747,747,35RDQ,62,690040,B,0,0,no
748,748,S9U7IKP4Q,49,747447,C,1,489,yes
749,749,NNWN4B23DN,61,832703,B,0,0,no
750,750,QBFLAV4I,37,835617,A,1,565,yes
751,751,XKQX6BE,58,646218,C,0,0,no
752,752,JHP7MDC83Y,59,464951,A,0,0,no
753,753,NR8B4AYKW,31,913758,B,1,486,yes
754,754,8KKLIUS7ZQJ,42,678455,A,1,350,yes
755,755,UJT5MAO,71,931648,C,1,402,yes
756,756,0WFEJ424,28,153076,C,1,506,yes
757,757,F75QK8,60,819620,C,0,0,no
758,758,WQ3QQ,36,947851,C,1,236,yes
759,759,ZKKDIR,50,288828,C,1,367,yes
760,760,CU3G5METXY6,48,591347,A,1,339,yes
761,761,NIEARP,35,338994,B,1,152,yes
762,762,ATJPF6,50,1069595,B,0,0,no
763,763,LK996WTA,58,148000,C,1,382,yes
764,764,27N8PMD2ME,35,1233277,C,1,298,yes
765,765,JH2Y0UGHN,67,596812,A,1,429,yes
766,766,OJ7LF8,64,814130,C,0,0,no
767,767,K9I3YTRBLLV,55,593510,C,0,0,no
768,768,V37EYHPK,49,1045248,B,1,591,yes
769,769,SDG2K3CZX,33,475551,C,1,303,yes
770,770,SL2HH53QPY,74,719989,A,1,515,yes
771,771,RHB0PZQKPVP,41,925761,A,1,311,yes
772,772,0OVA2UH2,29,1061941,A,1,158,yes
773,773,HH2E2X,31,183797,C,1,108,yes
774,774,0BRKBZA,69,664540,A,0,0,no
775,775,OFTG5FDW,25,841051,A,0,0,no
776,776,SI65PP78F4I,62,879543,B,0,0,no
777,777,CERNA9,38,212023,C,1,373,yes
778,778,D2NIJ29QOA,43,237097,B,1,438,yes
779,779,LP7QL9DM,72,655510,B,1,581,yes
780,780,VPIIKL66T5Z,49,932855,B,0,0,no
781,781,41VLJENQ,35,314436,A,1,137,yes
782,782,8GQTXCVRGT,56,972405,B,0,0,no
783,783,61I2XEDLVJ,28,497786,B,1,529,yes
784,784,S1R0JP3I23,45,1194552,A,1,365,yes
785,785,BPFIMQV,74,575081,B,1,366,yes
786,786,O3GOET993,29,1085904,B,1,356,yes
787,787,O1X6Y96L,67,1153719,B,0,0,no
788,788,QQ0076DN,48,604997,C,1,305,yes
789,789,G0TR6,62,558020,C,1,208,yes
790,790,VQRHB,59,468514,B,1,561,yes
791,791,2LHBJZHKYH9,34,949717,A,1,289,yes
792,792,PLIKAGF1,44,1114138,B,0,0,no
793,793,UW3QXAW,61,1073710,A,1,436,yes
794,794,NA8ZM5,47,875114,C,1,172,yes
795,795,TULN9GGKN,65,366622,C,0,0,no
796,796,I6GH1ZJRI,37,966788,A,1,497,yes
797,797,XVX8DMMI4,54,196097,A,1,589,yes
798,798,65NX3,26,1201692,C,1,208,yes
799,799,9YIGTN0BA,75,632446,C,0,0,no
800,800,185FZL6IDT,42,743497,B,0,0,no
801,801,RIAG19CNN,54,650318,A,0,0,no
802,802,U252GBGIJ,38,310189,C,1,576,yes
803,803,E3XJ1H5ZW,63,268609,A,0,0,no
804,804,B381KI,59,391629,A,1,163,yes
805,805,QR55E1V33,43,359060,C,1,505,yes
806,806,Q5EQC6W8KE7,54,157901,B,0,0,no
807,807,IO0TNK1ZUYP,52,569469,C,0,0,no
808,808,ZZ3TTJ9,63,152749,A,1,384,yes
809,809,LP31D1,40,340797,B,1,537,yes
810,810,EU0G17MED,36,987650,B,1,260,yes
811,811,OG4ED,47,718139,C,0,0,no
812,812,8BUAC7Z,68,412157,A,1,245,yes
813,813,HTHB9KOK,59,390270,A,1,262,yes
814,814,0UF5XRF,32,328335,B,0,0,no
815,815,HQ7U71,56,818686,C,0,0,no
816,816,06V86R,58,627510,A,0,0,no
817,817,H03XX,59,387722,C,1,561,yes
818,818,1K85RB,35,256023,B,1,466,yes
819,819,P6W4OELW25,32,553528,B,1,489,yes
820,820,48CE7U42W,41,614450,B,0,0,no
821,821,Z12HLXMDAN,50,1192195,A,0,0,no
822,822,L9T7GLYKB,61,650161,B,0,0,no
823,823,ASC1HEMWP,47,1130670,B,0,0,no
824,824,VN6Z5P1M,39,724231,C,1,516,yes
825,825,LPCF97QRP,59,455409,C,1,569,yes
826,826,M4D1T7L9MV7,53,413778,C,1,355,yes
827,827,7Z2U14B4,48,585483,A,1,220,yes
828,828,8F6JKBHZ,39,1224507,B,1,293,yes
829,829,1Q5ZRMKBBD,36,431922,A,0,0,no
830,830,A6C4VRZS20P,45,898583,B,1,493,yes
831,831,750E9,56,1041435,A,0,0,no
832,832,ZADYHKFI,63,433976,C,1,175,yes
833,833,8YE0LZQR,48,191065,A,0,0,no
834,834,Y66JZ6G9,32,264537,C,1,595,yes
835,835,YAW8484,40,580130,C,0,0,no
836,836,40XUB3,66,594383,C,1,213,yes
837,837,EIOPDMF,53,873138,C,1,290,yes
838,838,KUR25RJMAF,51,1073244,B,0,0,no
839,839,48PX0Z3M3,44,868367,A,1,432,yes
840,840,HZPFEO3,27,1138764,A,1,410,yes
841,841,WIE2WNTNK3,37,996900,C,0,0,no
842,842,XQEB95,47,685149,C,0,0,no
843,843,V5HTW6NF82,45,247580,C,1,560,yes
844,844,354R8C3HIM,70,581833,A,0,0,no
845,845,L7D7UT,64,646196,B,1,559,yes
846,846,511QUDVW,43,1207477,C,0,0,no
847,847,B3G2A6,44,495487,C,1,352,yes
848,848,5LXCZR1M,48,778628,A,0,0,no
849,849,718VNRU66O,69,221808,C,0,0,no
850,850,X0XPA361AP,38,936222,A,0,0,no
851,851,L3VZ3XLFZLW,33,889771,A,0,0,no
852,852,FVKC7,34,999115,C,0,0,no
853,853,DP2EQWYZ,39,1220818,A,0,0,no
854,854,0V2CA10,70,1128573,B,1,400,yes
855,855,CV9TMMS,33,1126606,A,0,0,no
856,856,Y023WCGF,43,232544,A,1,535,yes
857,857,H0B2IN,26,994553,B,0,0,no
858,858,JTNVZUVS2,39,1127676,B,1,138,yes
859,859,YG0K2YOG,66,1205389,B,0,0,no
860,860,YPFD8BKL,39,1202562,B,1,404,yes
861,861,Y1XJ9E,31,889852,A,0,0,no
862,862,N1SX8818EG,41,493068,C,1,580,yes
863,863,U6ZU3TH,26,1007948,C,1,126,yes
864,864,LLKTQ8,64,741706,C,1,175,yes
865,865,V6K6QFIQ,71,991120,C,0,0,no
866,866,WR85M8NI,28,630461,A,1,448,yes
867,867,4Z0XD20S,59,275093,B,1,403,yes
868,868,GQJXHXN2IN9,56,1028968,A,1,359,yes
869,869,KDG3CJTKFY9,29,998086,A,1,274,yes
870,870,JWYJBJW2,34,1008504,A,1,238,yes
871,871,4O6BDHLY4,35,1029510,C,1,494,yes
872,872,QD81LA,68,971750,C,1,595,yes
873,873,UVSDJ5O52Y2,64,1124587,B,1,536,yes
874,874,E686K5AFPP,57,1158050,B,0,0,no
875,875,ZL98I2WMFE5,29,1226121,A,0,0,no
876,876,FVIF1GTXXH,70,1073523,C,1,189,yes
877,877,9XM2UVL,52,414674,C,0,0,no
878,878,HIWLRJAZ,40,532498,B,1,336,yes
879,879,UGSPD2U4D,32,396698,C,1,375,yes
880,880,LLFFKUL,56,396325,A,1,494,yes
881,881,3Q59EGS,44,1195623,C,0,0,no
882,882,5K1ZO5,32,305799,B,1,154,yes
883,883,7965R7,72,248624,A,0,0,no
884,884,K854FO7,37,749792,C,1,568,yes
885,885,ZKNM51RNE,70,831390,B,0,0,no
886,886,51DO1M1,57,1222982,A,1,350,yes
887,887,KQ5BX5,50,1127447,C,1,364,yes
888,888,6BR2085YCY,60,1206895,B,0,0,no
889,889,BAGQG581I,34,1220027,B,1,159,yes
890,890,LOFDH,66,995455,A,1,330,yes
891,891,1FSBYYI1,63,476887,A,1,570,yes
892,892,1FNHOR,66,853933,B,1,151,yes
893,893,8MRTXUHQNS,48,194335,C,1,141,yes
894,894,JWE1EYDBHE,43,291662,C,1,417,yes
895,895,G2YFB2IEW,49,139998,A,0,0,no
896,896,PX3ONS8,34,695724,A,1,196,yes
897,897,N8YX46GJ,27,1120365,B,1,132,yes
898,898,OK4S27FHSQI,61,601465,C,1,586,yes
899,899,RFUZ4IWPN,72,187557,A,1,518,yes
900,900,81HSCI0T,41,292545,C,1,531,yes
901,901,M0Q1QKS9AC,57,264811,B,1,523,yes
902,902,35CRSYY,33,511128,A,0,0,no
903,903,28DK2CT1,28,816019,C,1,488,yes
904,904,AWZJM11,36,144021,B,1,127,yes
905,905,BKGRRJCUW,57,210330,A,1,158,yes
906,906,EBRAK,63,878898,A,0,0,no
907,907,ZGGHQF7,66,328135,C,0,0,no
908,908,F9YA5C,50,819553,A,0,0,no
909,909,MRYQUQZJ,37,346346,C,0,0,no
910,910,B0HE74OD,72,194998,C,1,542,yes
911,911,TPPBKLZ,56,244308,C,1,293,yes
912,912,ZDER0IH,73,951902,C,0,0,no
913,913,C44L9O40UP,74,537007,C,1,105,yes
914,914,95AU70Y99,43,212498,C,1,346,yes
915,915,Q5AZ1M2GEET,53,917892,B,0,0,no
916,916,DCFTAAJH9GX,37,752127,B,0,0,no
917,917,COACQA,41,822019,B,0,0,no
918,918,4MABZ,52,653244,B,0,0,no
919,919,W9885T3N35C,51,367058,C,1,455,yes
920,920,S5KP8RGFP,36,1155912,C,1,455,yes
921,921,5AC7E3EVG,61,1024810,C,0,0,no
922,922,VLJF3,61,635255,C,0,0,no
923,923,H822N0X8SFX,55,1044856,A,1,355,yes
924,924,DPH8V1EX2L,58,1175300,B,1,414,yes
925,925,7CWFGJDX8Y,51,514059,C,0,0,no
926,926,3JYTQWZL9N,61,990185,A,1,181,yes
927,927,XCNY9TJ,44,520398,A,1,461,yes
928,928,2DLOUO04E,37,720016,B,1,588,yes
929,929,HXEZOA,33,541070,C,0,0,no
930,930,BOSSCBMJ,52,1155123,A,1,361,yes
931,931,45XPGQ2F4,69,1107835,C,0,0,no
932,932,DAIU0R1S,58,608191,A,1,497,yes
933,933,I32CQRWWPLP,27,688388,A,1,482,yes
934,934,W700IRHUGW,27,1111328,C,0,0,no
935,935,BKNDZ2,69,326581,C,1,113,yes
936,936,TRAAO,58,1130720,A,0,0,no
937,937,93IH5,43,217924,A,0,0,no
938,938,6RIQAU2,51,827968,C,0,0,no
939,939,Z4WALVK6D0B,38,381974,B,0,0,no
940,940,Q07NIP078A,38,995108,B,0,0,no
941,941,99OAB8B3,57,196372,B,1,143,yes
942,942,NBF40OSCS,25,368809,B,1,401,yes
943,943,KJKUS01BZ,27,1064621,A,1,341,yes
944,944,84006RTF,37,325979,C,1,444,yes
945,945,TXGOYD0,75,878304,C,0,0,no
946,946,YZ24JFKJ,26,962669,A,0,0,no
947,947,T2CRCH24U38,49,528040,B,1,191,yes
948,948,FQFJI7CWC8,71,887146,A,1,544,yes
949,949,Q66V91,33,510010,C,1,493,yes
950,950,E839TUADB,53,852827,A,0,0,no
951,951,QHFB8S,62,722231,A,1,505,yes
952,952,OT19WJAK,55,334115,B,1,245,yes
953,953,UIKCFLN,51,445757,A,1,132,yes
954,954,BDFLNQZMJ,69,1193217,C,1,489,yes
955,955,TAFJBKK24,58,831519,C,0,0,no
956,956,R7CQZDQU,62,324565,A,1,263,yes
957,957,WOWRC2R5UO,67,206746,C,1,475,yes
958,958,24SDFR0I0,47,1031131,C,1,498,yes
959,959,0RZ26UYJEZ,67,919728,C,0,0,no
960,960,EAWY1E122,50,576637,A,0,0,no
961,961,0AJ5T516KG7,70,841828,C,0,0,no
962,962,CUSNP3WT,68,323829,B,1,548,yes
963,963,U340V,69,915338,A,1,366,yes
964,964,ZYYG4C9S,33,265706,B,0,0,no
965,965,4WASOGP,55,250504,C,1,384,yes
966,966,OYNTNGR,44,398391,A,1,551,yes
967,967,FQ1XASVB,25,1201237,B,0,0,no
968,968,ZFLKCL2KU,49,1030588,B,1,470,yes
969,969,WIC9Y7XL6,74,1011883,A,1,432,yes
970,970,XZVTELQTET,73,1119628,C,1,195,yes
971,971,JC2AO,66,317499,B,0,0,no
972,972,B4MKLUF,42,790833,C,1,320,yes
973,973,W4H8ED4,45,736555,C,1,546,yes
974,974,HBZOMA,45,190283,A,0,0,no
975,975,QICS1A8F,68,1176048,C,0,0,no
976,976,DXLGT0F5P5,36,932278,B,0,0,no
977,977,IIW5WQO2,27,803038,B,1,437,yes
978,978,OX3CSF8CI0,29,1069842,B,0,0,no
979,979,RXOCEAAYR8,50,278091,B,0,0,no
980,980,KZ6AS0UGKGI,68,500195,A,0,0,no
981,981,Y1P27JFCKF,68,238471,A,1,460,yes
982,982,LG2RA0RTCJ,41,773217,B,1,526,yes
983,983,LUASTS,36,1027055,A,0,0,no
984,984,WGGM35E1S,26,276847,A,0,0,no
985,985,3YLTJ9,71,424147,C,0,0,no
986,986,MS97X,54,1181451,C,1,526,yes
987,987,5Y8DIQQ,28,1041109,C,1,140,yes
988,988,IABINDOL94,55,1078009,B,0,0,no
989,989,PGU967J6UD,26,1144386,A,1,104,yes
990,990,S3UENY,27,292655,A,0,0,no
991,991,ARE82ZN7,53,1146093,A,1,495,yes
992,992,XO2679H,47,792419,B,0,0,no
993,993,M0SLYNVBWUB,29,931282,A,0,0,no
994,994,MS9JCSV,56,1185345,A,0,0,no
995,995,MOABXA6G,30,572182,A,1,484,yes
996,996,EDCIKLQYD0I,36,380084,B,1,398,yes
997,997,SEDD82Z9TR0,56,468329,C,0,0,no
998,998,GSQMOLK,42,686770,A,1,336,yes
999,999,VLTX3U1,38,901046,C,0,0,no
